,image,person,posture,body,female,male,dominant,center
1978,8_4378.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,"confident, fashionable",no males present,neither,female
1979,8_45628.jpg,yes,"female, holding camera &","female, upper body without legs &",confident and self-represented,not applicable,neither,female
1980,8_45828.jpg,yes,"female, standing & holding","female, upper body with legs","empowered, compassionate, and concerned",not applicable,neither,female
1981,8_46188.jpg,yes,"female, standing &","female, upper body with legs &",confident and compassionate,no males to portray,neither,female
1982,8_50418.jpg,yes,"female, standing","female, upper body with legs","casually, confidently",no males shown,neither,female
1983,8_53268.jpg,yes,"female, seated &","female, upper body with legs &","confident, glamorous",no males portrayed,female,female
1984,8_53388.jpg,yes,"female, sitting or kneeling","female, upper body without legs","relaxed, approachable, and attractive",no males present,neither,female
1985,8_53618.jpg,yes,"female, lying down &","female, upper body with legs &","relaxed, alluring",no males present,neither,female
1986,8_54868.jpg,yes,female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs,"casually, happily",no males portrayed,neither,female
1987,8_57018.jpg,yes,"female, laying down &","female, upper body without legs &","relaxed, possibly tired or sleepy",no males shown,neither,female
1988,8_58998.jpg,yes,"female, leaning forward","female, upper body with legs","casually, confidently",not applicable,neither,female
1989,8_59228.jpg,yes,female standing & female standing,female upper body without legs & female upper body with legs,happy and active,no males shown,neither,female
1990,8_59428.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"affectionate, intimate","affectionate, intimate",neither,both
1991,8_59488.jpg,yes,female standing & male walking,female upper body with legs & male upper body with legs,"playfully, energetically","confidently, happily",neither,both
1992,8_62228.jpg,yes,"female, seated & leaning","female, upper body with legs",playful and confident,no males to portray,neither,female
1993,8_63568.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",not applicable,neither,female
1994,8_63618.jpg,yes,female reclining & male leaning over,female upper body with legs & male upper body with legs,stylish and seductive,confident and in control,male,both
1995,8_63928.jpg,yes,female lying & male leaning,female upper body with legs & male upper body with legs,"seductive, glamorous","confident, relaxed",neither,female
1996,8_64008.jpg,yes,"female, standing &","female, upper body with legs &",stylish and confident,no males present,neither,female
1997,8_64088.jpg,yes,"female, sitting &","female, upper body with legs &","glamorous, attractive",no males present,neither,female
1998,8_64118.jpg,yes,"female, posing & female, posing","female, upper body with legs & female, upper body with legs","positively, in a modeling pose",not applicable,neither,female
1999,8_64188.jpg,yes,female & female,female: upper body with legs & female: upper body with legs,"seductively, confidently.",no males depicted.,female,female
2000,8_64318.jpg,yes,"female, leaning back","female, upper body with legs","sensually, confidently",not applicable,neither,female
2001,8_64388.jpg,yes,"female, reclining","female, upper body with legs","confident, sensual",not applicable,female,female
2002,8_64698.jpg,yes,female leaning,female upper body with legs,"posed, stylish",no males present,neither,female
2003,8_64988.jpg,yes,female standing &,female upper body with legs &,"actively exercising, promoting fitness",no males shown,neither,female
2004,8_65178.jpg,yes,female sitting & male standing,female upper body with legs & male upper body with legs,"female shown happy, engaged.","male shown playful, engaging.",neither,both
2005,8_65318.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body without legs,"joyful, casual, engaged in interaction.","engaged, partly visible, interacting with female.",neither,female
2006,8_65818.jpg,yes,"female, seated","female, upper body with legs",confident and stylish,not applicable,neither,female
2007,8_65878.jpg,yes,female standing & female standing & female standing & female standing & female standing & female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,confident and diverse,no males depicted,neither,female
2008,8_71378.jpg,yes,female standing & male leaning,female upper body with legs & male upper body with legs,"confident, stylish.","relaxed, fashionable.",neither,both
2009,8_71458.jpg,yes,"female, standing &","female, upper body without legs &","confident, approachable",no males shown,neither,female
2010,8_73218.jpg,yes,"female, leaning against wall &","female, upper body with legs &","confident, fashionable",no males shown,neither,female
2011,8_7418.jpg,yes,"male, shouting","male, upper body with legs",no females shown,"intense, energetic",neither,male
2012,8_75408.jpg,yes,"female, seated &","female, upper body with legs &","stylish, relaxed.",no males depicted.,neither,female
2013,8_76978.jpg,yes,"female, reclining","female, upper body with legs","sensual, glamorous",no males present,neither,female
2014,8_77038.jpg,yes,"female, standing &","female, upper body with legs &","confident, fashionable",no males present,neither,female
2015,8_77818.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"casual, confident, supportive","dominant, confident",male,male
2016,8_77858.jpg,yes,male standing & female standing & male standing & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs,confident and playful,confident and playful,neither,neither
2017,8_77868.jpg,yes,"female, relaxed pose","female, upper body without legs","gracefully, with elegance",no males present,neither,female
2018,8_77898.jpg,yes,"male, throwing","male, upper body with legs",no females portrayed,active and focused,neither,male
2019,8_78078.jpg,yes,female sitting & male kneeling,female upper body with legs & male upper body with legs,playful and casual,friendly and engaging,neither,both
2020,8_78348.jpg,yes,"female, standing &","female, upper body with legs &",confident and fashionable,no males to portray,neither,female
2021,8_79028.jpg,yes,"female, standing &","female, upper body with legs &","neutral, slightly serious",no males present,neither,female
2022,8_84198.jpg,yes,"female, standing &","female, upper body without legs &","confident, direct gaze.",no males shown.,female,female
2023,8_84518.jpg,yes,male standing & female jumping & male standing,male upper body with legs & female upper body with legs & male upper body with legs,"playful, joyful","casual, interactive",neither,female
