actorid,dob,name,first_name,gender
nm12168055,"december 23, 2001",Adrian Greensmith,Adrian,male
nm5975048,"march 26, 1991",Gala Gordon,Gala,female
nm2116654,"september 7, 1982",David Dawson,David,male
nm2269188,"november 14, 1980",Ahd,Ahd,male
nm4231435,"august 31, 1983",Devan Chandler Long,Devan,male
nm0907353,"september 21, 1984",Wale,Wale,male
nm2336180,"april 26, 1982",Cedric Sanders,Cedric,male
nm2274369,"april 10, 1982",Olivia Stambouliah,Olivia,female
nm1004344,"august 29, 1967",Donna Jay Fulks,Donna,female
nm0091773,"july 18, 1971",Holt Boggs,Holt,male
nm2643935,"june 14, 1969",Brooks Ashmanskas,Brooks,male
nm7386406,august 7,Krystina Alabado,Krystina,female
nm0261043,"august 9, 1982",Brandon Espinoza,Brandon,male
nm1861781,"august 22, 1978",Mandy Gonzalez,Mandy,female
nm0999192,"december 5, 1973",Michelle Federer,Michelle,female
nm7481311,"december 22, 2000",Joshua Bassett,Joshua,male
nm1833155,"march 17, 1963",Michael Ivins,Michael,male
nm1435222,"june 11, 1969",Steven Drozd,Steven,male
nm1352485,"january 13, 1961",Wayne Coyne,Wayne,male
nm8014044,"november 11, 1996",Clara Rosager,Clara,female
nm5924098,"october 17, 1981",Cameron Esposito,Cameron,male
nm5891786,"november 25, 1990",Kathrine Barnes,Kathrine,female
nm8620050,december 1,Najah Bradley,Najah,female
nm0940974,"january 24, 1956",Peter Woodward,Peter,male
nm2024154,"january 21, 1977",Joshua Rollins,Joshua,male
nm1091393,"july 30, 1990",Eliot Sumner,Eliot,male
nm1640149,"may 4, 1982",Dan Brown,Dan,male
nm2359285,august 20,Craig Henningsen,Craig,male
nm3303059,"may 10, 1986",Tallie Medel,Tallie,female
nm0023238,"january 31, 1970",Anthony Alvarez,Anthony,male
nm1519639,july 19,Adam Nee,Adam,male
nm6029605,"february 26, 1975",Héctor Aníbal,Héctor,male
nm6199363,"june 20, 1980",Booker Garrett,Booker,male
nm1936048,"april 6, 1983",Rick Cosnett,Rick,male
nm4237609,"june 19, 1985",Monica R. Harris,Monica,female
nm12768865,"january 4, 1997",Christian Vaughn,Christian,male
nm0230781,"december 29, 1964",Geoff Dolan,Geoff,male
nm0199603,"march 17, 1976",Cynthia Daniel,Cynthia,female
nm7835124,"march 6, 2012",Mykal-Michelle Harris,Mykal-Michelle,
nm1676629,"november 22, 1981",Brendan Miller,Brendan,male
nm6838188,"september 4, 1982",Alan Mehdizadeh,Alan,male
nm11260165,"december 3, 1992",Michal Forejtek,Michal,male
nm13564856,"october 7, 1989",John Gumley-Mason,John,male
nm9522926,"january 20, 1989",Stephen Adekolu,Stephen,male
nm2652716,"january 14, 1990",Grant Gustin,Grant,male
nm3684188,"october 7, 1998",Josh Levi,Josh,male
nm8781499,"november 10, 1989",Sherry Cola,Sherry,female
nm10826558,"december 29, 2001",Maitreyi Ramakrishnan,Maitreyi,female
nm8823152,"october 1, 2005",Rosalie Chiang,Rosalie,female
nm3520506,"february 19, 1988",Alex Mallari Jr.,Alex,male
nm11880640,"january 5, 2009",Walker Scobell,Walker,male
nm4703551,january 27,Brooke Butler,Brooke,female
nm0408948,"november 27, 1966",Anthony F. Ingram,Anthony,male
nm8402992,"may 24, 1998",Daisy Edgar-Jones,Daisy,female
nm2322192,"february 14, 1990",Brett Dier,Brett,male
nm5093708,march 20,Justin H. Min,Justin,male
nm9317294,"july 14, 2011",Malea Emma Tjandrawidjaja,Malea,female
nm0642126,"august 15, 1966",Con O'Neill,Con,male
nm4794057,september 1,Irina Antonenko,Irina,female
nm1279136,"june 10, 1968",The D.O.C.,The,male
nm0758903,"january 24, 1968",Rick Salomon,Rick,male
nm8175842,july 21,Mike Dargatis,Mike,male
nm1029129,"march 16, 1971",Johnny Dowers,Johnny,male
nm0809308,"october 1, 1971",Maurice G. Smith,Maurice,male
nm10136332,"may 1, 1988",Geneva Maccarone,Geneva,female
nm11376998,"may 21, 1988",Isha Blaaker,Isha,female
nm4518293,october 31,Brandon Black,Brandon,male
nm1324954,"june 3, 1964",Kerry King,Kerry,female
nm1360806,"may 6, 1971",Chris Shiflett,Chris,male
nm1927881,"march 11, 1969",Rami Jaffee,Rami,male
nm1011269,"february 17, 1972",Taylor Hawkins,Taylor,female
nm0578829,"december 2, 1968",Nate Mendel,Nate,male
nm2650296,"july 20, 1975",Aleksander Usov,Aleksander,male
nm8848035,"june 14, 1997",Kuzma Kotrelev,Kuzma,male
nm0957741,"june 18, 1961",Igor Zolotovitskiy,Igor,male
nm5475514,"october 12, 1988",Paulina Andreeva,Paulina,female
nm2067903,"march 11, 1980",Yuriy Chursin,Yuriy,male
nm8553248,"december 22, 1987",Emily Shenaut,Emily,female
nm3637555,"march 20, 1991",Lucie Jones,Lucie,female
nm5588182,"september 13, 1991",Anna Brisbin,Anna,female
nm9765907,"august 17, 1983",Daniel Fernando Acosta,Daniel,male
nm5279841,"april 24, 1972",Crystal P.,Crystal,female
nm2870590,"september 9, 1985",Jolyon Coy,Jolyon,male
nm5430264,"november 19, 1990",Nell Hudson,Nell,female
nm3121198,"october 22, 1993",Tory Freeth,Tory,male
nm1658627,"july 15, 1981",Cole Walliser,Cole,male
nm3590810,june 22,Aavi Haas,Aavi,male
nm0265344,1961,Jonathan Failla,Jonathan,male
nm8333392,"july 29, 1972",Peter Seaton-Clark,Peter,male
nm4404428,1997,Alana Boden,Alana,female
nm13388490,"april 3, 1998",Serena Posadino,Serena,female
nm8837339,"august 12, 1998",Rudy Pankow,Rudy,male
nm12561232,"august 27, 1993",Joseph Angelo,Joseph,male
nm3413191,"may 13, 1988",Pearl Thusi,Pearl,female
nm1087565,"march 6, 1976",April Parker Jones,April,female
nm0733231,july 31,Rae Robison,Rae,female
nm7879234,"march 3, 1995",Julia Schlaepfer,Julia,female
nm4272103,april 29,Grace Kaufman,Grace,female
nm2621272,july 25,Rachael Thompson,Rachael,female
nm0817335,"september 3, 1962",Doug Spearman,Doug,male
nm9966974,"september 11, 1995",Jan Luis Castellanos,Jan,male
nm11721431,"december 20, 1993",Johanna Liauw,Johanna,female
nm1363122,1970,Caroline Brazier,Caroline,female
nm1039877,"october 8, 1981",Tim Draxl,Tim,male
nm12388161,"july 27, 2015",Gabriella Sengos,Gabriella,female
nm0832227,"march 6, 1985",Yael Stone,Yael,female
nm8287501,"september 5, 1988",Emmy Raver-Lampman,Emmy,female
nm3220499,"june 10, 1985",Susannah Fielding,Susannah,female
nm0780539,1973,Orlando Seale,Orlando,male
nm3958585,"march 11, 1990",Rainey Qualley,Rainey,female
nm11060427,"december 25, 1987",Justin Paitsel,Justin,male
nm0747114,"march 7, 1972",Maxim Roy,Maxim,male
nm2937248,"august 5, 1987",Chris Sandiford,Chris,male
nm4263213,"september 15, 1988",John Bradley,John,male
nm1079524,"february 15, 1969",Sean Cliver,Sean,male
nm5606969,"november 23, 1968",Compston Wilson,Compston,
nm10559277,"january 23, 1987",Rachel Wolfson,Rachel,female
nm9301658,"september 11, 1991",Zach Holmes,Zach,male
nm1719646,"october 21, 1986",Sean McInerney,Sean,male
nm4926932,"september 28, 1990",Davon Wilson,Davon,male
nm0005051,"october 30, 1965",Dominique Jennings,Dominique,male
nm1039930,"october 7, 1972",Sean Kenin,Sean,male
nm4806887,"july 20, 1988",Chloe Fineman,Chloe,female
nm4267432,"june 30, 1991",Rob Feldman,Rob,male
nm0236618,"october 1, 1959",Oleg Drach,Oleg,male
nm2432008,"june 18, 1989",Kseniya Mishina,Kseniya,female
nm1229748,march 10,Devin Reeve,Devin,male
nm4594868,february 16,Danielle Gross,Danielle,female
nm0480979,"june 15, 1990",Skye LaFontaine,Skye,female
nm5250297,"october 1, 1993",Angela Giarratana,Angela,female
nm3088810,"september 18, 1981",Lauren McGregor,Lauren,female
nm2117238,december 13,Tanya van Graan,Tanya,female
nm5324035,"march 4, 1987",Jamie-Lee O'Donnell,Jamie-Lee,female
nm0722397,august 1,Cameron Rhodes,Cameron,male
nm1751245,"january 1, 1976",Amanda Billing,Amanda,female
nm0517572,"august 10, 1974",J.M. Logan,J.M.,male
nm1399960,"january 25, 1975",Dat Phan,Dat,male
nm0850733,"january 17, 1970",Genndy Tartakovsky,Genndy,
nm8181333,"june 5, 1991",Tyler Blevins,Tyler,male
nm7854903,"august 28, 1991",Brian Hull,Brian,male
nm5344800,"february 19, 1999",Sonia Ammar,Sonia,female
nm0150302,october 4,Cullen G. Chambers,Cullen,male
nm4727534,"october 7, 1987",Eddie Arnold,Eddie,male
nm4222685,1986,Leo Staar,Leo,male
nm3729068,1986,Juan Pablo Urrego,Juan,male
nm10577438,"october 12, 1985",Simeon Castille,Simeon,male
nm1477818,"october 30, 1972",David Wilson Barnes,David,male
nm5367371,"july 2, 1990",Grey Henson,Grey,male
nm7698748,"september 7, 2010",Ethan Hutchison,Ethan,male
nm9458718,"february 6, 1994",Moses Ingram,Moses,male
nm1584487,"september 6, 1977",Bertie Carvel,Bertie,male
nm2056274,"january 23, 1990",Joel Basman,Joel,male
nm0779785,1954,Shaun Scott,Shaun,male
nm1668284,"october 12, 1981",Brian J. Smith,Brian,male
nm3615382,"october 2, 1987",Joshua Grothe,Joshua,male
nm0726262,"january 7, 1984",Max Riemelt,Max,male
nm1134029,1972,Garth Jennings,Garth,male
nm1812991,"december 14, 1992",Tori Kelly,Tori,female
nm0920202,"april 30, 1965",Eric Briant Wells,Eric,male
nm0460900,"july 7, 1962",Ezra Knight,Ezra,male
nm8958770,"february 2, 1996",Paul Mescal,Paul,male
nm1892299,september 24,Lara Jean Chorostecki,Lara,female
nm2656974,"january 30, 1987",Rebecca Quin,Rebecca,female
nm8668978,"october 6, 1978",Crystal Tweed,Crystal,female
nm4137057,february 23,Nicholas Baroudi,Nicholas,male
nm5009268,"august 25, 1983",Tania Asnes,Tania,female
nm5200757,"may 1, 1989",Brock Yurich,Brock,male
nm2997617,july 20,Shona Tucker,Shona,female
nm1332395,may 9,Sean Cullen,Sean,male
nm2896901,august 6,Yasha Jackson,Yasha,male
nm3093026,"november 28, 1984",Damon Daunno,Damon,male
nm12344778,"may 25, 1990",Ethan Darbone,Ethan,male
nm12881714,"september 9, 1961",Brenda Deiss,Brenda,female
nm10847160,"october 31, 1995",Suzanna Son,Suzanna,female
nm2294405,"november 17, 1986",Jonah Platt,Jonah,male
nm2388297,"december 21, 1975",Jemele Hill,Jemele,female
nm1653294,"august 6, 1967",Mike Greenberg,Mike,male
nm0420915,"december 20, 1987",Malcolm Jenkins,Malcolm,male
nm4745301,"november 29, 1988",Russell Wilson,Russell,male
nm2180812,november 24,Elena Satine,Elena,female
nm0931958,"july 31, 1989",Zelda Williams,Zelda,female
nm6295779,"august 18, 1977",Lorenzo Antonucci,Lorenzo,male
nm6585219,"october 20, 1990",Kelcey Rose,Kelcey,female
nm1010984,july 6,Michael DeVorzon,Michael,male
nm5634281,"november 25, 1958",Jennifer Emett,Jennifer,female
nm0568782,"february 16, 1951",Sherry McFarland,Sherry,female
nm2843759,june 6,Joanna Strapp,Joanna,female
nm2194510,"july 15, 1970",Stefan Sims,Stefan,male
nm0172557,"august 20, 1974",Misha Collins,Misha,male
nm2740063,"march 22, 1996",Gig Morton,Gig,male
nm9362933,"december 24, 2007",Yuvraj Kalsi,Yuvraj,male
nm9894839,"february 13, 2009",Ethan William Childress,Ethan,male
nm4328352,"january 9, 1989",Steve Lund,Steve,male
nm2542118,december 5,Alexandra Beaton,Alexandra,female
nm0731897,"november 24, 1971",Jennifer Robertson,Jennifer,female
nm1682832,"january 19, 1980",Luke Macfarlane,Luke,male
nm11061034,"february 9, 1994",Philemon Chambers,Philemon,male
nm1235530,"august 8, 1980",Michael Urie,Michael,male
nm6076229,"december 15, 1991",Alana Haim,Alana,female
nm1956710,"september 5, 1976",Pat Thornton,Pat,male
nm6308294,1991,Will Pullen,Will,male
nm2004178,"january 25, 1997",Jess McLeod,Jess,male
nm6221923,"october 28, 1977",Miloud Mourad Benamara,Miloud,male
nm1454881,"june 9, 1978",Youssef Kerkour,Youssef,male
nm1614523,"july 26, 1973",Gaetano Bruno,Gaetano,male
nm7362703,"december 20, 1991",Sarah-Nicole Robles,Sarah-Nicole,female
nm4222238,march 16,Juan Castano,Juan,male
nm4624481,"february 5, 1987",Adassa,Adassa,female
nm7418176,"february 12, 2011",Ravi Cabot-Conyers,Ravi,male
nm8349062,"january 28, 1994",Maluma,Maluma,female
nm8871347,"june 6, 1978",Mauro Castillo,Mauro,male
nm0148382,"august 2, 1974",Angie Cepeda,Angie,female
nm1239720,"may 13, 1955",María Cecilia Botero,María,female
nm1758953,"march 5, 1980",Simone Gandolfo,Simone,female
nm2954640,january 7,Salvatore Ruocco,Salvatore,male
nm1493534,"august 25, 1951",Stephen O'Neil Martin,Stephen,male
nm0387521,"september 14, 1967",Keisuke Hoashi,Keisuke,male
nm6564483,"august 25, 1993",Artrial Clark,Artrial,
nm2755979,april 8,Mary Passeri,Mary,female
nm3631803,"may 9, 1983",Julia Chan,Julia,female
nm1812944,"february 4, 1977",Jim Jefferies,Jim,male
nm1456793,"february 12, 1949",Jimmy Walker Jr.,Jimmy,male
nm0727640,"december 23, 1974",Erika Ringor,Erika,female
nm4815306,"october 12, 2004",Layla Crawford,Layla,female
nm6822586,"december 31, 2004",Daniele Lawson,Daniele,male
nm9403098,"february 27, 2007",Demi Singleton,Demi,female
nm10656677,"october 31, 1999",Billy Bryk,Billy,male
nm0238444,"february 28, 1964",Jacque Drew,Jacque,female
nm4277617,"november 13, 1982",Bryony Skillington,Bryony,female
nm0501501,april 21,Geneviève Lemon,Geneviève,female
nm2344052,"march 4, 1988",Bear Allen-Blaine,Bear,male
nm8137263,september 25,Joy Sunday,Joy,female
nm7083419,"april 20, 1987",Ammar Aldieri,Ammar,male
nm5866295,"july 1, 1992",Kevin Changaris,Kevin,male
nm2828485,"july 26, 1987",Dustin Hahn,Dustin,male
nm2539366,"november 21, 1984",Jackie Michele Johnson,Jackie,female
nm1349199,"august 12, 1979",Keith Powell,Keith,male
nm1233662,october 4,Virginia Newcomb,Virginia,female
nm5085882,"march 12, 1993",Sean Depner,Sean,male
nm1363452,"december 24, 1985",Matty Finochio,Matty,male
nm1756186,march 29,Chad Rook,Chad,male
nm0824927,1943,Lore Stefanek,Lore,female
nm12880424,"june 21, 2011",Freddie Spry,Freddie,male
nm1098493,"february 9, 1975",Rawson Marshall Thurber,Rawson,male
nm4343545,"september 27, 1990",Andrew Hunter,Andrew,male
nm5709125,"september 17, 1988",Ritu Arya,Ritu,female
nm4089170,"february 1, 1994",Harry Styles,Harry,male
nm3011350,"march 1, 1971",Ma Dong-seok,Ma,female
nm2276699,"december 20, 1992",Thomas Kasp,Thomas,male
nm5726243,"june 15, 1982",Rob McClure,Rob,male
nm5828411,april 13,Roland Buck III,Roland,male
nm2367734,"april 24, 1999",West Duchovny,West,male
nm0380438,"september 21, 1955",John Herrera,John,male
nm3419059,"march 2, 1984",Trent Garrett,Trent,male
nm2671370,"july 25, 1986",Barbara Meier,Barbara,female
nm0829923,"december 6, 1946",Christian Steyer,Christian,male
nm7960400,"january 24, 1986",Guz Khan,Guz,male
nm3516668,"january 8, 1986",Stuart Martin,Stuart,male
nm3382410,"february 7, 1996",Ruby O. Fee,Ruby,female
nm6776005,"january 28, 1993",Amber Barbee Pickens,Amber,female
nm0475054,"november 25, 1970",Izabela Kuna,Izabela,female
nm0678820,"june 2, 1960",Richard Pettyfer,Richard,male
nm4469165,"february 11, 1998",Garance Marillier,Garance,female
nm0398111,"may 18, 1970",Billy Howerdel,Billy,male
nm3297349,"july 7, 1992",Toni Garrn,Toni,female
nm1682799,"april 21, 1977",Tomasz Kot,Tomasz,male
nm0040709,1966,Dorothy Atkinson,Dorothy,female
nm10228854,"february 3, 1995",Aimee Lou Wood,Aimee,female
nm2288047,"december 6, 1982",Daniel Rigby,Daniel,male
nm1786432,"february 28, 1979",Araxi Lindsey,Araxi,female
nm0268872,1971,Fatima Robinson,Fatima,female
nm3347140,"march 18, 1974",Torrey B. Lawrence,Torrey,male
nm6891947,"october 3, 1992",Lyna Khoudri,Lyna,female
nm4314990,"may 3, 1982",Danielle Deadwyler,Danielle,female
nm7882673,"may 14, 1989",Woody McClain,Woody,male
nm7221817,"august 22, 1999",Ricardo Hurtado,Ricardo,male
nm6737315,"june 9, 1993",Ash Santos,Ash,male
nm1303274,"october 14, 1935",La Monte Young,La,female
nm0989593,"march 14, 1938",Angus MacLise,Angus,male
nm0607316,"august 29, 1942",Sterling Morrison,Sterling,male
nm0875944,"august 26, 1944",Maureen Tucker,Maureen,female
nm0851449,"september 10, 1938",Amy Taubin,Amy,female
nm0276219,1941,Danny Fields,Danny,male
nm0725041,"may 16, 1951",Jonathan Richman,Jonathan,male
nm0577263,"december 24, 1922",Jonas Mekas,Jonas,male
nm0115010,"october 9, 1948",Jackson Browne,Jackson,male
nm1492939,1984,Bryony Hannah,Bryony,female
nm1111796,"december 14, 1977",Canyon Prince,Canyon,male
nm0000351,"march 30, 1968",Donna D'Errico,Donna,female
nm0437088,"november 2, 1966",Sean Kanan,Sean,male
nm1792652,"may 7, 1980",Simon Phillips,Simon,male
nm4538446,"june 1, 1984",Rory Kramer,Rory,male
nm2440257,"november 22, 1996",Hailey Bieber,Hailey,female
nm1975472,"october 15, 1982",Harlon Miller,Harlon,male
nm1906778,"september 4, 1981",Vanessa Motta,Vanessa,female
nm3086260,"may 22, 1995",Belle Adams,Belle,female
nm1222294,"december 30, 1992",Jessica Lee Keller,Jessica,female
nm2460093,july 7,Jaime Zevallos,Jaime,male
nm2815589,april 30,Breeda Wool,Breeda,female
nm0219465,"february 13, 1962",Hugh Dennis,Hugh,male
nm8437705,"january 8, 1992",Dali Benssalah,Dali,male
nm4260661,"june 21, 1995",Sarah Dugdale,Sarah,female
nm8265810,"april 18, 1997",Zane Clifford,Zane,male
nm4499094,"october 4, 1997",Dale Whibley,Dale,male
nm0100953,march 27,Brett Bower,Brett,male
nm1984860,"june 2, 1951",Jeanine Pirro,Jeanine,female
nm2120394,"may 6, 1978",Frano Maskovic,Frano,male
nm1331316,"october 26, 1985",Soko,Soko,male
nm2665105,"november 21, 1996",Grace Van Patten,Grace,female
nm0809363,"october 7, 1957",Michael W. Smith,Michael,male
nm0808974,"august 17, 1967",Kevin Max,Kevin,male
nm1960111,"december 10, 1952",Greg Laurie,Greg,male
nm0004938,"january 26, 1970",Kirk Franklin,Kirk,male
nm0004973,"november 25, 1960",Amy Grant,Amy,female
nm3764562,"july 17, 1993",Asjha Cooper,Asjha,female
nm3168244,"march 4, 1988",Sammy Nagi Njuguna,Sammy,male
nm3886345,"december 18, 1986",Kelly Murtagh,Kelly,female
nm8208330,may 28,Joshua Caleb Johnson,Joshua,male
nm4171388,august 8,Mary Faber,Mary,female
nm9937520,"july 22, 2006",Javon 'Wanna' Walton,Javon,male
nm4232585,"october 26, 1987",Griffin Burns,Griffin,male
nm7394188,august 29,Gabriella Piazza,Gabriella,female
nm8995141,"january 25, 1993",Michela De Rossi,Michela,female
nm2090270,"june 23, 1990",Amrou Al-Kadhi,Amrou,male
nm2883357,"august 3, 1981",Scroobius Pip,Scroobius,
nm3787576,"february 23, 1994",Little Simz,Little,female
nm3382412,"june 15, 1970",Michelle Greenidge,Michelle,female
nm0916442,"february 5, 1959",Sian Webber,Sian,female
nm11893684,"june 15, 2009",Anton Kottas,Anton,male
nm9124071,"october 19, 1996",Chance Perdomo,Chance,male
nm2938107,"september 9, 1979",Igone de Jongh,Igone,female
nm4051466,"june 3, 1988",Nassim Lyes,Nassim,male
nm5680449,"september 24, 1992",Stav Strashko,Stav,male
nm0280955,"march 12, 1947",Didier Flamand,Didier,male
nm7060126,"december 30, 1994",Isaac Powell,Isaac,male
nm3094948,"april 2, 1996",Brooke L. Goldner,Brooke,female
nm2402435,"september 15, 1973",Arturo A. Hernandez,Arturo,male
nm3146765,"may 4, 1988",LaRoyce Hawkins,LaRoyce,female
nm1308028,october 1981,Angela Peel,Angela,female
nm2107416,"november 30, 1982",Enrico Natale,Enrico,male
nm1090798,"june 13, 1937",Eleanor Holmes Norton,Eleanor,female
nm0046029,"march 15, 1933",Ruth Bader Ginsburg,Ruth,female
nm12286092,"november 20, 1910",Pauli Murray,Pauli,female
nm1742300,may 31,Guy Nardulli,Guy,male
nm10141143,"may 15, 1988",LaNora Terraé Hayden,LaNora,female
nm3554264,"september 28, 1982",St. Vincent,St.,
nm2500541,"october 2, 1991",Castille Landon,Castille,female
nm0558424,september 10,Andi Matheny,Andi,male
nm3130111,"december 21, 1985",Lorena Kotô,Lorena,female
nm11050294,"february 24, 1998",Yuzuka Nakaya,Yuzuka,female
nm0913880,"march 11, 1950",Tetsu Watanabe,Tetsu,male
nm0323102,"july 20, 1962",Charles Glover,Charles,male
nm1056120,"march 15, 1975",Tak Sakaguchi,Tak,male
nm3608353,"june 20, 1962",Karyn Greer,Karyn,female
nm2129123,"november 23, 1971",Christopher Michael Holley,Christopher,male
nm1443306,june 16,Marshall Cook,Marshall,male
nm6227839,"february 19, 2006",Eduardo Minett,Eduardo,male
nm1343708,"september 24, 1981",Fernanda Urrejola,Fernanda,female
nm1559901,"february 3, 1959",Sebestien Soliz,Sebestien,male
nm6011413,"january 6, 1993",Brytnee Atkinson,Brytnee,female
nm2732125,february 1,Daniel V. Graulau,Daniel,male
nm0401132,"july 26, 1966",Jay Huguley,Jay,male
nm1458132,"december 17, 1979",Mark Wystrach,Mark,male
nm0292021,"october 7, 1944",Jill Frappier,Jill,female
nm12937365,"january 25, 2010",Neil Emmanuel Lu,Neil,male
nm9381639,"january 22, 2006",Riley O'Donnell,Riley,male
nm9466864,"march 4, 2008",Khiyla Aynne,Khiyla,
nm5140869,"september 7, 1987",Jess Brown,Jess,male
nm1652341,1977,Jamie Michie,Jamie,male
nm0424123,"july 29, 1979",Andrew John Tait,Andrew,male
nm2429572,"may 21, 1983",Natalie Shaheen,Natalie,female
nm2450512,february 28,Alice Kremelberg,Alice,female
nm6191112,february 7,John Wilkins III,John,male
nm2971607,"july 18, 1980",Michael Aaron Milligan,Michael,male
nm1157205,"november 1, 1968",Kevin Wayne,Kevin,male
nm0852173,"december 8, 1973",Corey Taylor,Corey,male
