actorid,dob
nm3209537,"december 12, 1982"
nm2136291,"december 26, 1997"
nm0216688,"december 25, 1940"
nm4356591,"march 1, 1987"
nm0678431,"december 1, 1963"
nm1880506,"january 31, 1980"
nm11831853,"september 11, 1990"
nm6974163,"november 25, 1993"
nm3098593,"june 10, 1983"
nm8510480,"april 19, 1992"
nm3755949,"march 7, 1998"
nm1505056,"february 17, 1979"
nm5527841,"february 29, 1988"
nm0655578,"july 11, 1958"
nm0137141,"february 19, 1962"
nm0611761,october 17
nm7500140,"november 7, 1989"
nm2993505,"february 7, 1988"
nm0514879,december 26
nm6779063,"november 24, 1992"
nm0319145,"february 21, 1952"
nm9407256,"october 26, 1998"
nm0315321,"december 24, 1979"
nm3227993,"april 3, 1979"
nm0063872,"october 13, 1969"
nm4626311,"march 5, 1986"
nm11248397,january 11
nm10026347,"august 14, 2004"
nm1553922,"october 3, 1972"
nm1926427,"march 12, 1972"
nm4064518,"november 10, 1971"
nm1483349,"july 24, 1974"
nm2089814,"september 25, 1981"
nm6082748,"september 1, 1992"
nm4941243,"august 11, 1998"
nm0885719,april 9
nm0273371,"july 22, 1967"
nm1336827,"march 14, 1973"
nm10381726,"june 30, 1986"
nm4708733,"november 25, 2009"
nm0171405,"may 9, 1968"
nm0226831,february 3
nm1594200,january 7
nm9036839,march 27
nm2743770,"july 28, 1982"
nm0048687,"march 13, 1972"
nm1515764,june 19
nm1107283,july 28
nm7199908,"july 3, 1996"
nm4586797,"july 1, 1999"
nm6067524,"december 12, 2000"
nm6304242,"august 28, 2003"
nm0710969,december 27
nm1750373,"november 20, 1959"
nm5517526,"august 10, 1990"
nm7297268,"january 25, 2005"
nm8077891,"january 13, 1993"
nm4461976,"may 27, 1990"
nm4098776,july 27
nm3177717,june 8
nm1648492,"april 8, 1992"
nm5804925,november 3
nm0280230,september 21
nm0622291,may 10
nm0382114,"april 3, 1968"
nm0344710,"august 27, 1935"
nm0329519,"october 9, 1941"
nm0298341,"january 28, 1975"
nm0016332,"march 23, 1968"
nm10836449,"june 23, 1984"
nm4668986,"march 18, 1988"
nm1860532,august 31
nm2385783,"october 15, 1990"
nm2048764,"july 16, 1976"
nm1002633,"october 9, 1980"
nm2822103,"july 31, 1989"
nm10434275,2011
nm8534591,december 20
nm6924309,"august 17, 1996"
nm0710542,"march 31, 1974"
nm1653488,"october 24, 1981"
nm0931656,"november 29, 1972"
nm9978432,"april 13, 1983"
nm0848110,1963
nm0555083,1961
nm0337773,"april 9, 1975"
nm6530360,"september 26, 1988"
nm5041435,"june 9, 1975"
nm1141654,april 18
nm2569474,"january 30, 1975"
nm1482080,"december 11, 1988"
nm0051397,"april 3, 1973"
nm4946463,december 12
nm2187587,"january 17, 1983"
nm1300300,"june 8, 1974"
nm0756819,"july 19, 1981"
nm2602630,1979
nm1043419,january 31
nm1776151,"may 26, 1993"
nm3719144,july 6
nm10123556,"august 2, 1999"
nm8365231,"september 22, 1998"
nm12168055,"december 23, 2001"
nm5975048,"march 26, 1991"
nm2116654,"september 7, 1982"
nm2269188,"november 14, 1980"
nm4231435,"august 31, 1983"
nm0907353,"september 21, 1984"
nm2336180,"april 26, 1982"
nm2274369,"april 10, 1982"
nm1004344,"august 29, 1967"
nm0091773,"july 18, 1971"
"53""",
nm2643935,"june 14, 1969"
nm7386406,august 7
nm0261043,"august 9, 1982"
nm1861781,"august 22, 1978"
nm0999192,"december 5, 1973"
nm7481311,"december 22, 2000"
nm1833155,"march 17, 1963"
nm1435222,"june 11, 1969"
nm1352485,"january 13, 1961"
nm8014044,"november 11, 1996"
nm5924098,"october 17, 1981"
nm5891786,"november 25, 1990"
nm8620050,december 1
nm0940974,"january 24, 1956"
nm2024154,"january 21, 1977"
nm1091393,"july 30, 1990"
nm1640149,"may 4, 1982"
nm2359285,august 20
nm3303059,"may 10, 1986"
nm0023238,"january 31, 1970"
nm1519639,july 19
nm6029605,"february 26, 1975"
nm6199363,"june 20, 1980"
nm1936048,"april 6, 1983"
nm4237609,"june 19, 1985"
nm12768865,"january 4, 1997"
nm0230781,"december 29, 1964"
nm0199603,"march 17, 1976"
nm7835124,"march 6, 2012"
nm1676629,"november 22, 1981"
nm6838188,"september 4, 1982"
nm11260165,"december 3, 1992"
nm13564856,"october 7, 1989"
nm9522926,"january 20, 1989"
nm2652716,"january 14, 1990"
nm3684188,"october 7, 1998"
nm8781499,"november 10, 1989"
nm10826558,"december 29, 2001"
nm8823152,"october 1, 2005"
nm3520506,"february 19, 1988"
nm11880640,"january 5, 2009"
nm4703551,january 27
nm0408948,"november 27, 1966"
nm8402992,"may 24, 1998"
nm2322192,"february 14, 1990"
nm5093708,march 20
nm9317294,"july 14, 2011"
nm0642126,"august 15, 1966"
nm4794057,september 1
nm1279136,"june 10, 1968"
nm0758903,"january 24, 1968"
nm8175842,july 21
nm1029129,"march 16, 1971"
nm0809308,"october 1, 1971"
nm10136332,"may 1, 1988"
nm11376998,"may 21, 1988"
nm4518293,october 31
nm1324954,"june 3, 1964"
nm1360806,"may 6, 1971"
nm1927881,"march 11, 1969"
nm1011269,"february 17, 1972"
nm0578829,"december 2, 1968"
nm2650296,"july 20, 1975"
nm8848035,"june 14, 1997"
nm0957741,"june 18, 1961"
nm5475514,"october 12, 1988"
nm2067903,"march 11, 1980"
nm8553248,"december 22, 1987"
nm3637555,"march 20, 1991"
nm5588182,"september 13, 1991"
nm9765907,"august 17, 1983"
nm5279841,"april 24, 1972"
nm2870590,"september 9, 1985"
nm5430264,"november 19, 1990"
nm3121198,"october 22, 1993"
nm1658627,"july 15, 1981"
nm3590810,june 22
nm0265344,1961
nm8333392,"july 29, 1972"
nm4404428,1997
nm13388490,"april 3, 1998"
nm8837339,"august 12, 1998"
nm12561232,"august 27, 1993"
nm3413191,"may 13, 1988"
nm1087565,"march 6, 1976"
nm0733231,july 31
nm7879234,"march 3, 1995"
nm4272103,april 29
nm2621272,july 25
nm0817335,"september 3, 1962"
nm9966974,"september 11, 1995"
nm11721431,"december 20, 1993"
nm1363122,1970
nm1039877,"october 8, 1981"
nm12388161,"july 27, 2015"
nm0832227,"march 6, 1985"
nm8287501,"september 5, 1988"
nm3220499,"june 10, 1985"
nm0780539,1973
nm3958585,"march 11, 1990"
nm11060427,"december 25, 1987"
nm0747114,"march 7, 1972"
nm2937248,"august 5, 1987"
nm4263213,"september 15, 1988"
nm1079524,"february 15, 1969"
nm5606969,"november 23, 1968"
nm10559277,"january 23, 1987"
nm9301658,"september 11, 1991"
nm1719646,"october 21, 1986"
nm4926932,"september 28, 1990"
nm0005051,"october 30, 1965"
nm1039930,"october 7, 1972"
nm4806887,"july 20, 1988"
nm4267432,"june 30, 1991"
nm0236618,"october 1, 1959"
nm2432008,"june 18, 1989"
nm1229748,march 10
nm4594868,february 16
nm0480979,"june 15, 1990"
nm5250297,"october 1, 1993"
nm3088810,"september 18, 1981"
nm2117238,december 13
nm5324035,"march 4, 1987"
nm0722397,august 1
nm1751245,"january 1, 1976"
nm0517572,"august 10, 1974"
nm1399960,"january 25, 1975"
nm0850733,"january 17, 1970"
nm8181333,"june 5, 1991"
nm7854903,"august 28, 1991"
nm5344800,"february 19, 1999"
nm0150302,october 4
nm4727534,"october 7, 1987"
nm4222685,1986
nm3729068,1986
nm10577438,"october 12, 1985"
nm1477818,"october 30, 1972"
nm5367371,"july 2, 1990"
nm7698748,"september 7, 2010"
nm9458718,"february 6, 1994"
nm1584487,"september 6, 1977"
nm2056274,"january 23, 1990"
nm0779785,1954
nm1668284,"october 12, 1981"
nm3615382,"october 2, 1987"
nm0726262,"january 7, 1984"
nm1134029,1972
nm1812991,"december 14, 1992"
nm0920202,"april 30, 1965"
nm0460900,"july 7, 1962"
nm8958770,"february 2, 1996"
nm1892299,september 24
nm2656974,"january 30, 1987"
nm8668978,"october 6, 1978"
nm4137057,february 23
nm5009268,"august 25, 1983"
nm5200757,"may 1, 1989"
nm2997617,july 20
nm1332395,may 9
nm2896901,august 6
nm3093026,"november 28, 1984"
nm12344778,"may 25, 1990"
nm12881714,"september 9, 1961"
nm10847160,"october 31, 1995"
nm2294405,"november 17, 1986"
nm2388297,"december 21, 1975"
nm1653294,"august 6, 1967"
nm0420915,"december 20, 1987"
nm4745301,"november 29, 1988"
nm2180812,november 24
nm0931958,"july 31, 1989"
nm6295779,"august 18, 1977"
nm6585219,"october 20, 1990"
nm1010984,july 6
nm5634281,"november 25, 1958"
nm0568782,"february 16, 1951"
nm2843759,june 6
nm2194510,"july 15, 1970"
nm0172557,"august 20, 1974"
nm2740063,"march 22, 1996"
nm9362933,"december 24, 2007"
nm9894839,"february 13, 2009"
nm4328352,"january 9, 1989"
nm2542118,december 5
nm0731897,"november 24, 1971"
nm1682832,"january 19, 1980"
nm11061034,"february 9, 1994"
nm1235530,"august 8, 1980"
nm6076229,"december 15, 1991"
nm1956710,"september 5, 1976"
nm6308294,1991
nm2004178,"january 25, 1997"
nm6221923,"october 28, 1977"
nm1454881,"june 9, 1978"
nm1614523,"july 26, 1973"
nm7362703,"december 20, 1991"
nm4222238,march 16
nm4624481,"february 5, 1987"
nm7418176,"february 12, 2011"
nm8349062,"january 28, 1994"
nm8871347,"june 6, 1978"
nm0148382,"august 2, 1974"
nm1239720,"may 13, 1955"
nm1758953,"march 5, 1980"
nm2954640,january 7
nm1493534,"august 25, 1951"
nm0387521,"september 14, 1967"
nm6564483,"august 25, 1993"
nm2755979,april 8
nm3631803,"may 9, 1983"
nm1812944,"february 4, 1977"
nm1456793,"february 12, 1949"
nm0727640,"december 23, 1974"
nm4815306,"october 12, 2004"
nm6822586,"december 31, 2004"
nm9403098,"february 27, 2007"
nm10656677,"october 31, 1999"
nm0238444,"february 28, 1964"
nm4277617,"november 13, 1982"
nm0501501,april 21
nm2344052,"march 4, 1988"
nm8137263,september 25
nm7083419,"april 20, 1987"
nm5866295,"july 1, 1992"
nm2828485,"july 26, 1987"
nm2539366,"november 21, 1984"
nm1349199,"august 12, 1979"
nm1233662,october 4
nm5085882,"march 12, 1993"
nm1363452,"december 24, 1985"
nm1756186,march 29
nm0824927,1943
nm12880424,"june 21, 2011"
nm1098493,"february 9, 1975"
nm4343545,"september 27, 1990"
nm5709125,"september 17, 1988"
nm4089170,"february 1, 1994"
nm3011350,"march 1, 1971"
nm2276699,"december 20, 1992"
nm5726243,"june 15, 1982"
nm5828411,april 13
nm2367734,"april 24, 1999"
nm0380438,"september 21, 1955"
nm3419059,"march 2, 1984"
nm2671370,"july 25, 1986"
nm0829923,"december 6, 1946"
nm7960400,"january 24, 1986"
nm3516668,"january 8, 1986"
nm3382410,"february 7, 1996"
nm6776005,"january 28, 1993"
nm0475054,"november 25, 1970"
nm0678820,"june 2, 1960"
nm4469165,"february 11, 1998"
nm0398111,"may 18, 1970"
nm3297349,"july 7, 1992"
nm1682799,"april 21, 1977"
nm0040709,1966
nm10228854,"february 3, 1995"
nm2288047,"december 6, 1982"
nm1786432,"february 28, 1979"
nm0268872,1971
nm3347140,"march 18, 1974"
nm6891947,"october 3, 1992"
nm4314990,"may 3, 1982"
nm7882673,"may 14, 1989"
nm7221817,"august 22, 1999"
nm6737315,"june 9, 1993"
nm1303274,"october 14, 1935"
nm0989593,"march 14, 1938"
nm0607316,"august 29, 1942"
nm0875944,"august 26, 1944"
nm0851449,"september 10, 1938"
nm0276219,1941
nm0725041,"may 16, 1951"
nm0577263,"december 24, 1922"
nm0115010,"october 9, 1948"
nm1492939,1984
nm1111796,"december 14, 1977"
nm0000351,"march 30, 1968"
nm0437088,"november 2, 1966"
nm1792652,"may 7, 1980"
nm4538446,"june 1, 1984"
nm2440257,"november 22, 1996"
nm1975472,"october 15, 1982"
nm1906778,"september 4, 1981"
nm3086260,"may 22, 1995"
nm1222294,"december 30, 1992"
nm2460093,july 7
nm2815589,april 30
nm0219465,"february 13, 1962"
nm8437705,"january 8, 1992"
nm4260661,"june 21, 1995"
nm8265810,"april 18, 1997"
nm4499094,"october 4, 1997"
nm0100953,march 27
nm1984860,"june 2, 1951"
nm2120394,"may 6, 1978"
nm1331316,"october 26, 1985"
nm2665105,"november 21, 1996"
nm0809363,"october 7, 1957"
nm0808974,"august 17, 1967"
nm1960111,"december 10, 1952"
nm0004938,"january 26, 1970"
nm0004973,"november 25, 1960"
nm3764562,"july 17, 1993"
nm3168244,"march 4, 1988"
nm3886345,"december 18, 1986"
nm8208330,may 28
nm4171388,august 8
nm9937520,"july 22, 2006"
nm4232585,"october 26, 1987"
nm7394188,august 29
nm8995141,"january 25, 1993"
nm2090270,"june 23, 1990"
nm2883357,"august 3, 1981"
nm3787576,"february 23, 1994"
nm3382412,"june 15, 1970"
nm0916442,"february 5, 1959"
nm11893684,"june 15, 2009"
nm9124071,"october 19, 1996"
nm2938107,"september 9, 1979"
nm4051466,"june 3, 1988"
nm5680449,"september 24, 1992"
nm0280955,"march 12, 1947"
nm7060126,"december 30, 1994"
nm3094948,"april 2, 1996"
nm2402435,"september 15, 1973"
nm3146765,"may 4, 1988"
nm1308028,october 1981
nm2107416,"november 30, 1982"
nm1090798,"june 13, 1937"
nm0046029,"march 15, 1933"
nm12286092,"november 20, 1910"
nm1742300,may 31
nm10141143,"may 15, 1988"
nm3554264,"september 28, 1982"
nm2500541,"october 2, 1991"
nm0558424,september 10
nm3130111,"december 21, 1985"
nm11050294,"february 24, 1998"
nm0913880,"march 11, 1950"
nm0323102,"july 20, 1962"
nm1056120,"march 15, 1975"
nm3608353,"june 20, 1962"
nm2129123,"november 23, 1971"
nm1443306,june 16
nm6227839,"february 19, 2006"
nm1343708,"september 24, 1981"
nm1559901,"february 3, 1959"
nm6011413,"january 6, 1993"
nm2732125,february 1
nm0401132,"july 26, 1966"
nm1458132,"december 17, 1979"
nm0292021,"october 7, 1944"
nm12937365,"january 25, 2010"
nm9381639,"january 22, 2006"
nm9466864,"march 4, 2008"
nm5140869,"september 7, 1987"
nm1652341,1977
nm0424123,"july 29, 1979"
nm2429572,"may 21, 1983"
nm2450512,february 28
nm6191112,february 7
nm2971607,"july 18, 1980"
nm1157205,"november 1, 1968"
nm0852173,"december 8, 1973"
nm8493387,"february 17, 2004"
nm0681893,"february 10, 1961"
nm3010767,"november 1, 1954"
nm0855967,"march 19, 1980"
nm0084581,"december 19, 1973"
nm0722587,"september 26, 1979"
nm0689708,"may 23, 1972"
nm7653036,"april 5, 1985"
nm2657185,"january 22, 1984"
nm2965226,february 29
nm3890987,"june 14, 2001"
nm10744139,"september 12, 1997"
nm0347666,"august 7, 1966"
nm10521028,"april 16, 1999"
nm2066764,june 29
nm4878976,"december 5, 1986"
nm7263882,"january 4, 1982"
nm4897370,"may 20, 1987"
nm2509609,"september 21, 1977"
nm4229189,"march 27, 1978"
nm4735423,"january 9, 1985"
nm2541046,"september 26, 1991"
nm8199669,"february 15, 1996"
nm5305981,"march 3, 1997"
nm3513533,"november 25, 1990"
nm0950757,"september 2, 1950"
nm12000124,"april 22, 1987"
nm4855517,"april 19, 1989"
nm8856778,"august 31, 1992"
nm1316175,1977
nm4736278,"march 28, 1991"
nm5510570,"june 25, 1998"
nm0481180,"february 17, 1963"
nm4435680,"march 4, 1997"
nm5083959,september 21
nm6378672,"september 18, 1997"
nm1966407,"april 18, 1979"
nm4873265,"november 24, 1998"
nm4120909,"december 8, 1998"
nm11290905,"october 6, 2000"
nm1972614,"april 9, 1986"
nm0123334,"january 13, 1952"
nm4083459,"july 20, 1987"
nm7100118,"january 9, 1990"
nm5493937,"august 19, 1987"
nm0189488,"july 10, 1980"
nm3629001,"july 11, 1987"
nm0476117,"november 17, 1965"
nm0132524,"november 2, 1970"
nm2420872,"april 27, 1966"
nm0894986,"october 22, 1974"
nm0591777,"february 15, 1978"
nm9690266,"august 1, 1984"
nm2058624,"november 23, 1978"
nm1299147,"march 7, 1982"
nm2059328,"december 19, 1968"
nm6163697,"february 3, 1984"
nm3950210,"october 13, 1990"
nm0804055,"february 28, 1958"
nm2365157,"april 13, 1991"
nm10681925,"november 3, 1992"
nm1518252,"december 14, 1976"
nm7083392,"june 23, 1968"
nm2325956,"july 14, 1987"
nm3057022,"may 31, 1985"
nm0765251,"october 29, 1985"
nm1298716,"august 7, 1983"
nm1343961,"august 28, 1981"
nm0555898,"september 27, 1944"
nm1001435,"october 22, 1977"
nm1346713,"october 4, 1974"
nm3359494,1990
nm3277599,"march 18, 1986"
nm1098612,1935
nm4883026,december 1
nm0158147,"may 28, 1974"
nm7873693,"july 17, 2006"
nm9339903,april 30
nm3668431,"october 20, 1964"
nm2976638,"october 29, 1998"
nm6916321,"october 12, 1999"
nm2972597,"july 13, 1984"
nm3310289,"december 24, 1989"
nm1662227,"march 12, 1969"
nm4988352,march 8
nm0701566,"july 4, 1974"
nm0372186,"october 5, 1974"
nm0784255,"october 23, 1977"
nm5105447,"february 16, 1999"
nm3313805,1942
nm4162863,july 23
nm8814069,"february 19, 1992"
nm3069650,"march 11, 1993"
nm1812840,september 14
nm2903041,"october 6, 1983"
nm9803367,"june 9, 1985"
nm3172728,"august 29, 1989"
nm3156758,september 12
nm8442286,"august 7, 1960"
nm3882162,"march 11, 1992"
nm5941251,april 7
nm1694619,"april 20, 1949"
nm10960993,"august 29, 1975"
nm4083340,"july 19, 2001"
nm0664061,"february 26, 1968"
nm4008605,"september 1, 1989"
nm5438563,"september 13, 1977"
nm3639013,"january 4, 1980"
nm1013057,"november 14, 1966"
nm8272760,"may 11, 1997"
nm0494504,"december 16, 1962"
nm11144034,"october 8, 2011"
nm3973728,"may 24, 1975"
nm5652008,"august 7, 1986"
nm3355329,august 29
nm0691597,"july 14, 1971"
nm8224376,"november 26, 2004"
nm7004279,"august 22, 1990"
nm1273697,"march 27, 1981"
nm3657043,"november 1, 1980"
nm0427582,"february 15, 1952"
nm0265671,"december 21, 1945"
nm0417192,"may 10, 1943"
nm0440793,"april 28, 1923"
nm6087278,"october 29, 1991"
nm3340982,"september 23, 1997"
nm4641340,"november 14, 1984"
nm0929814,october 10
nm1362980,april 28
nm6349873,october 27
nm0476037,june 25
nm2512132,january 28
nm8731249,"october 3, 1995"
nm1219362,"december 30, 1996"
nm0991849,"october 15, 1959"
nm1114236,"may 17, 1973"
nm2446835,1976
nm2589280,"august 17, 1986"
nm3129350,"august 5, 1977"
nm1113529,"june 25, 1956"
nm3707413,"june 25, 1976"
nm12762399,"september 25, 1986"
nm3165541,"may 9, 1981"
nm2516105,march 10
nm3577929,"december 21, 1986"
nm5624753,"december 11, 1992"
nm7094604,february 23
nm4445676,"september 10, 1977"
nm1555699,"october 7, 1986"
nm6153649,february 1987
nm1556238,1984
nm2418053,"november 15, 1983"
nm1282556,"may 9, 1979"
nm9880658,"january 31, 2002"
nm7124809,august 31
nm4580489,"october 28, 1996"
nm4360792,"march 16, 1997"
nm5988570,"september 13, 2002"
nm6185683,"february 24, 1993"
nm4593934,"april 15, 1988"
nm2477417,"may 26, 1994"
nm8151675,"march 1, 2003"
nm4676512,"june 4, 2004"
nm5566180,"august 19, 2004"
nm9642493,"november 15, 2001"
nm2141223,january 12
nm0403095,"february 27, 1942"
nm0851135,"october 14, 1957"
nm0204105,"june 26, 1938"
nm0876317,"december 23, 1926"
nm2784402,"october 18, 1982"
nm0953340,august 23
nm1375548,"august 17, 1972"
nm2104299,1996
nm1707740,"november 20, 1953"
nm0005975,"march 22, 1950"
nm0048081,"february 9, 1963"
nm1424902,"december 24, 1980"
nm1709264,october 24
nm1966128,"april 20, 1975"
nm1655587,june 13
nm3331401,"august 26, 1984"
nm0859238,august 28
nm3707003,"october 5, 1986"
nm4845909,"october 30, 1981"
nm0017541,"january 26, 1980"
nm0385835,december 5
nm0574460,july 23
nm0267432,"july 15, 1969"
nm2933477,"may 1, 1989"
nm2718712,"september 28, 1983"
nm6012784,"july 25, 1987"
nm3020280,"june 4, 1980"
nm0261413,"february 12, 1969"
nm3246893,"july 31, 1989"
nm3660091,june 11
nm3697676,"november 15, 1985"
nm6806440,"november 9, 1995"
nm1531997,"november 2, 1979"
nm4364448,"june 2, 1988"
nm10727035,"november 8, 1994"
nm2596460,"january 23, 1990"
nm0007711,"march 20, 1979"
nm0649649,"june 11, 1957"
nm1365343,1968
nm1208191,"march 7, 1972"
nm2724795,"april 17, 1993"
nm0142677,"april 17, 1963"
nm0107165,"november 27, 1972"
nm0285135,"july 19, 1978"
nm0194572,"january 19, 1967"
nm0936116,"june 14, 1943"
nm0002380,"april 26, 1940"
nm0899593,"april 24, 1944"
nm5068168,"february 12, 1967"
nm2763412,"may 14, 1950"
nm0535391,"august 12, 1945"
nm0330183,"september 26, 1966"
nm2073694,"august 7, 1976"
nm0005131,"july 27, 1922"
nm5627640,"september 26, 1969"
nm0291217,"july 13, 1979"
nm2810593,"january 2, 1983"
nm10699789,"october 28, 2011"
nm5521198,"june 19, 1989"
nm0478731,"march 14, 1944"
nm0057349,"august 2, 1958"
nm7184459,"january 20, 1984"
nm11735922,"august 1, 2008"
nm1888580,"may 3, 1979"
nm4277427,"december 22, 1990"
nm1500636,"november 21, 1985"
nm1296890,"may 13, 1982"
nm4003791,"march 9, 1980"
nm1247387,"december 18, 1956"
nm0566213,"august 2, 1954"
nm0155150,july 15
nm0656300,"april 27, 1962"
nm4574440,"july 4, 1990"
nm6051155,"january 7, 1995"
nm5363417,"september 20, 1994"
nm4419317,1972
nm6805539,"march 2, 2002"
nm0222336,july 27
nm0553855,"june 17, 1975"
nm3330483,july 27
nm0348962,"may 4, 1985"
nm0167501,"may 12, 1969"
nm0813219,"september 23, 1964"
nm1877162,"march 3, 1976"
nm5654277,"november 6, 1983"
nm8176068,"june 20, 1994"
nm6682207,"june 25, 1966"
nm3808948,"september 19, 1980"
nm3807965,"may 7, 1987"
nm7337648,"august 31, 1991"
nm1343810,"december 12, 1967"
nm7511512,"april 21, 1995"
nm4754741,"july 9, 1991"
nm0373036,"august 25, 1960"
nm0599639,"january 15, 1977"
nm2915053,october 1983
nm9684601,"april 6, 1996"
nm4026778,"september 9, 1986"
nm2915509,1933
nm4413892,"january 24, 1998"
nm2312391,"october 10, 1992"
nm6953501,october 1999
nm6232869,"december 31, 1980"
nm5834859,"april 9, 1992"
nm5050688,"february 4, 1995"
nm5622529,"march 29, 1992"
nm0826648,"june 12, 19??"
nm0514704,"july 8, 19??"
nm4209180,september 18
nm5819734,"october 28, 1988"
nm3493412,"march 5, 1958"
nm0678107,"march 28, 1981"
nm1900805,"july 15, 1975"
nm1120614,"february 22, 1980"
nm0631146,october 27
nm3126325,"january 12, 1977"
nm7567974,"june 9, 2006"
nm0811583,"march 1, 1966"
nm4090020,"january 27, 1988"
nm2415000,"december 8, 1977"
nm3969728,"december 31, 1979"
nm1787532,september 19
